nro_conabip,id_departamento,mail,fecha_fundacion
3657,38021,bibliotecaepam3@yahoo.com.ar,1997-05-31
3658,6760,bibliotecaentretodos@yahoo.com.ar,1995-08-26
3659,6749,,1997-11-14
3660,10049,,1997-10-23
3662,50119,bibliotecapopularesteves@gmail.com,1997-07-09
3664,82049,,1996-03-26
3665,14021,,1980-01-01
3666,14140,,1980-01-01
3667,26105,,1980-01-01
3668,6515,monbe3@hotmail.com,1998-06-13
3670,22140,,1980-01-01
3671,22028,,1980-04-24
3672,22028,,1980-01-01
3673,22084,bibliotecabp136@hotmail.com.ar,1980-01-01
3674,22133,andolfibiblioteca@hotmail.com,1980-01-01
3675,22084,,1980-01-01
3677,66028,,1996-07-19
3678,82028,,1996-10-20
3681,6441,,1980-01-01
3682,38063,,1980-01-01
3685,26077,,1992-12-20
3686,70021,,1971-11-21
3689,6805,bpjingenieros@hotmail.com,1993-09-25
3690,6756,,1980-01-01
3691,14042,biblioteca_altamira@hotmail.com,1997-05-24
3692,6098,pascualruberto@hotmail.com,1995-06-10
3693,70077,bibliotecapopularmarianomoreno@hotmail.com,1966-06-12
3694,86126,,1980-01-01
3695,66105,,1980-01-01
3696,6420,biblo093@yahoo.com.ar,1985-09-01
3697,6679,bibliomunicipal.rivadavia@gmail.com,1980-01-01
3699,86021,,1980-01-01
3701,10035,,1980-01-01
3702,14119,,1980-01-01
3703,86028,bpnassif@hotmail.com,1980-01-01
3704,66028,,1980-01-01
3706,70119,oscarobles01@gmail.com,1996-06-20
3707,14014,bpra3707@gmail.com,1995-07-16
3708,66028,,1995-07-19
3709,74028,,1980-01-01
3710,82084,,1998-02-02
3711,26007,,1980-01-01
3712,10049,,1980-01-01
3713,38021,,1997-09-20
3715,6399,bibliojh97@yahoo.com.ar,1980-01-01
3716,18161,,1980-01-01
3717,6441,bib.homeromanzi@gmail.com,1980-01-01
3718,6070,,1980-01-01
3719,6035,bibliotecapopularpteavellaneda@yahoo.com.ar,1987-07-24
3720,50049,,1996-07-09
3721,38007,,1997-11-20
3722,42028,ivaveroferrer@yahoo.com.ar,1997-10-13
3723,14042,bpjhernandez@hotmail.com,1980-01-01
3724,6392,bibliob@yahoo.com.ar,1961-10-21
3725,50063,bibliochacras@yahoo.com.ar,1996-10-19
3727,6840,biblo15deagosto@hotmail.com,1997-08-15
3728,6371,,1980-01-01
3729,14098,gracielavaia@hotmail.com,1980-01-01
3730,6427,,1998-02-17
3731,14175,,1980-01-01
3732,26077,bp.benedictoterrone@gmail.com,1998-10-20
3733,70028,marina_vilte@hotmail.com,1980-01-01
3734,66028,biposamposal@hotmail.com,1997-09-17
3735,62042,bibliotecaescritora@gmail.com,1980-01-01
3736,6441,,1997-09-20
3737,42021,bibliorodo@cpenet.com.ar,1994-11-17
3741,82049,,1997-09-11
3743,6749,,1980-01-01
3744,14147,,1980-01-01
3745,66161,bpsantavictoria@gmail.com ,1980-01-01
3746,66028,,1996-10-23
3747,10035,,1980-01-01
3748,14140,,1980-01-01
3749,6112,,1997-07-31
3750,50098,,1980-01-01
3751,30084,bibliotecalosaromos@gmail.com,1980-01-01
3752,6658,bastorni@yahoo.com.ar,1998-08-17
3754,6490,bibliotecasanjose2000@yahoo.com.ar,1980-01-01
3755,54070,bpmejorpasar@hotmail.com.ar,1997-11-22
3756,58014,bibliotecachanar@yahoo.com.ar,1997-12-02
3757,18133,bipsancosme@gmail.com,1998-05-16
3758,66021,,1980-01-01
3759,66056,bibaguaray@hotmail.com,1998-10-09
3761,34056,,1998-09-04
3762,6427,biblioteca303@yahoo.com.ar,1999-03-30
3763,14147,pizzurno10@hotmail.com,1998-08-08
3764,58056,,1980-01-01
3767,6280,,1997-05-25
3768,6805,,1999-03-03
3769,14007,biblio.vgb@gmail.com,1998-11-07
3770,6812,,1980-01-01
3772,14035,,1998-06-22
3773,26035,,1951-03-05
3776,34049,,1980-01-01
3777,54028,,1980-01-01
3778,30015,,1980-01-01
3780,34049,,1980-01-01
3781,66028,bibliotecapopularmariaestergauna@hotmail.com,1980-01-01
3782,14056,,1999-06-10
3785,6515,bibliotecapolvorines@gmail.com,1998-11-05
3786,6441,,1960-10-12
3788,58007,,1980-01-01
3789,14014,,1980-01-01
3790,6749,,1980-01-01
3791,66028,,1997-10-27
3792,6028,bpmgandhi@tutopia.com,1980-01-01
3793,6665,,1999-05-25
3794,6665,,1999-06-26
3795,6056,bpggbb@yahoo.com.ar,1996-11-20
3796,6483,,1980-01-01
3797,6875,,1967-07-15
3798,30063,bpsm3798@hotmail.com,1998-11-30
3800,26021,,1992-05-01
3801,6105,,1972-07-08
3802,6791,bpalbarracin@yahoo.com.ar,1998-07-18
3805,6547,,1980-01-01
3807,58091,,1980-01-01
3808,66028,bibliotecafcosolano@hotmail.es,1980-01-01
3811,6595,biblioindependencia@hotmail.com,1998-11-25
3812,82049,graciela_2102@hotmail.com,1980-01-01
3813,18021,bibliotevaperon@arnet.com.ar,1998-11-28
3815,50119,,1980-01-01
3816,86105,bibliotecaeduardomiguel@hotmail.com,1999-08-31
3817,82056,,1980-01-01
3818,34049,,1998-09-06
3820,82091,,1998-09-01
3821,26014,bibliotecapopularelmaiten@gmail.com,1993-08-12
3822,66028,bpsarmiento3822@hotmail.com,1997-09-17
3823,6490,,1980-01-01
3824,6035,bpmavellaneda@hotmail.com,1919-12-22
3825,54105,,1980-01-01
3826,18021,,1980-01-01
3827,86035,bibpopriodulce@hotmail.com,1980-01-01
3828,6434,roxanacaterbetti42@hotmail.com,1930-10-05
3829,6686,,1932-02-28
3830,6861,bibliotecapopularbdelom@yahoo.com.ar,1958-07-15
3831,62042,,1999-05-18
3833,58112,,1998-07-09
3835,26077,bpkim-hue@hotmail.com,1996-04-08
3836,6357,,1980-01-01
3837,6833,bibliohoussay@yahoo.com.ar,1971-08-08
3838,66028,bibliotecanoragodoy@hotmail.com,1999-09-06
3839,42028,bp3839@bepe.ar,1980-01-01
3840,58035,,1999-06-10
3841,6028,atahualpa1999@gmail.com,1999-12-10
3842,34014,,1998-05-13
3845,14014,biblioalfonsinastorni@gmail.com,1999-08-01
3853,14140,bivignaud536@hotmail.com,1998-12-07
3865,6490,,1980-01-01
3866,6756,,1980-01-01
3867,14091,,1999-01-27
3868,66028,bibaparicio@hotmail.com,1999-09-23
3869,82084,bibliorfontanarrosa@hotmail.com,1980-01-01
3871,10007,,1980-01-01
3873,82070,bibliote@pilar-sfe.com.ar,1998-03-12
3874,42077,bibabramo@hotmail.com,1980-01-01
3875,54091,,1980-01-01
3877,6441,biblioteca_elizalde@yahoo.com.ar,1993-08-23
3878,6658,,1980-01-01
3880,6861,,1999-10-16
3884,2000,,1999-10-22
3885,6574,biblioalma@yahoo.com.ar,1980-01-01
3886,6560,,2000-04-25
3889,6595,,1980-01-01
3890,6217,bibliotecaipora2000@yahoo.com.ar,1997-02-22
3891,6274,,1999-08-30
3892,82084,bibliotecauranga@hotmail.com,1995-10-15
3893,86154,,1997-08-11
3894,6203,bibliotecapopularhuanguelen@gmail.com,1969-09-27
3895,38028,,1980-01-01
3898,82084,bpelbuensaber2004@yahoo.com.ar,2000-07-20
3899,26021,ledmuriel@yahoo.com,1996-02-17
3900,6134,sanestebanbibliotecapopular@yahoo.com.ar <SANESTEBANBIBLIOTECAPOPULAR@YAHOO.COM.AR>,1980-01-01
3901,6568,biblioteca_jsgaviota@hotmail.com,1997-01-27
3903,62042,biblioteca_mundo_feliz@yahoo.com.ar,1997-05-09
3904,14007,bibliopopularf.enrique@hotmail.com,2000-08-29
3905,14014,bibpopmijardin@gmail.com,1990-08-17
3906,6791,bibliotecaghezzi@gmail.com,1999-12-04
3907,82084,bibliocachilo@gmail.com,2000-08-20
3908,6035,bibliotecapopulardocksud@gmail.com,1998-04-24
3909,18112,,2000-08-31
3910,6420,,1980-01-01
3911,82091,masosa@cooparrufo.com.ar,2000-08-15
3912,6644,,1980-01-01
3913,6427,,1999-02-02
3914,66084,,1980-01-01
3915,14063,,1996-06-23
3916,6274,,2000-07-02
3917,30088,bibliosansalvador@yahoo.com.ar,1976-06-22
3918,46028,,1999-11-10
3919,58035,bibliocarmen.mellado@gmail.com,1993-08-16
3920,86049,,1980-01-01
3921,6427,bptinkunaku@yahoo.com.ar,2000-06-01
3922,6351,bibliotecapopularjuan23@hotmail.com,2000-06-10
3923,82084,bpedronisoldini@yahoo.com.ar,2000-03-26
3925,6399,,2000-08-20
3926,6274,bibliotecahugodelcarril@gmail.com,1980-01-01
3927,86056,,2001-04-01
3928,6413,,1940-05-07
3929,6056,biblioteca_rosariosur@yahoo.com.ar,2000-09-16
3930,62070,bibliotecapopulardinahuapi@gmail.com,1996-05-30
3931,14140,fernandoercole@hotmail.com,1995-07-03
3932,50007,,1999-09-16
3933,74028,,1980-01-01
3934,82063,bibliotecabica@gmail.com,1976-06-15
3935,54098,popularsabato@gmail.com,2000-08-21
3936,82056,bibpcorrea@hotmail.com,1976-07-27
3938,66035,bibliotecacerrillos@yahoo.com.ar,1999-08-07
3939,6595,,1999-12-13
3940,66007,,1980-01-01
3941,62070,bibliotecapilcaniyeu@yahoo.com.ar,1980-01-01
3942,66028,,1996-09-17
3943,30056,,2000-10-24
3944,6560,,2000-09-17
3945,6791,,1995-11-17
3946,6469,,1980-01-01
3947,50035,,1980-01-01
3948,82091,biblioalas@vtcc.com.ar,2000-03-27
3949,6539,,1980-01-01
3950,6427,,1980-01-01
3951,94007,nuestra_biblioteca@hotmail.com,2001-02-15
3952,6028,bib_manuelbelgrano_glew@yahoo.com.ar,1998-05-16
3953,66028,,1999-08-27
3954,6441,casadeltango_lp@hotmail.com.ar,1980-01-01
3955,34049,jjbogarin@hotmail.com,1999-08-14
3956,6441,,1995-06-02
3957,82035,bpdomingogsilva@yahoo.com.ar,2000-07-31
3958,14084,,2001-09-09
3959,26014,bibliotecarucaraquizuam@hotmail.com.ar,1980-01-01
3960,6371,,1980-01-01
3962,46042,,2001-09-13
3964,62021,bibliofranciscomoreno@yahoo.com.ar,1986-09-11
3965,66056,,1980-01-01
3966,6638,bibliopuma@yahoo.com.ar,2002-03-29
3967,62035,,1980-01-01
3968,6651,casadelacultura2002@yahoo.com.ar,1990-04-09
3969,6658,bibliotecapopularcooperarios@yahoo.com.ar,2000-05-02
3970,54007,,2000-07-21
3971,82084,,1993-11-12
3973,66028,,1994-10-20
3974,66126,,1980-01-01
3975,86014,,1997-09-16
3976,38007,,2000-10-01
3977,82112,normagcarena@hotmail.com,2000-10-03
3978,82070,bibliotecammsjn@hotmail.com,2000-10-30
3979,6490,,1980-01-01
3980,82084,bibliotecaamaprosario@gmail.com,2000-11-14
3981,50105,labibliotecadelallave_ml@yahoo.com.ar,1998-07-20
3982,2000,,1980-01-01
3983,14133,bibliohornillos@yahoo.com.ar,1980-01-01
3984,6091,bibliotecafundaterra@yahoo.com.ar,1980-01-01
3985,38042,,1980-01-01
3986,82021,bp.mm@hotmail.com,1925-12-27
3988,70133,,1980-01-01
3989,90014,,1980-01-01
3990,14140,adriflores71@hotmail.com,1990-02-07
3991,66028,,1980-01-01
3993,50049,,1999-04-01
3994,6371,bibliorioplatense@hotmail.com,2000-08-19
3995,54014,,2000-09-18
3996,66007,,1999-09-12
3997,14140,bpmarianomoreno@yahoo.com.ar,1980-01-01
3998,70077,Bibliotecapop7@gmail.com,1980-01-01
3999,6539,info@bibliotecaguiraldes.com.ar,2000-10-20
4000,30084,,2000-02-06
4001,6028,,1999-08-28
4002,6410,bibliotecalatradicion@yahoo.com.ar,2000-04-16
4003,6560,,1980-01-01
4004,66154,,1980-01-01
4005,6805,bibliotecammoreno@hotmail.com,1980-01-01
4006,2000,,2001-12-18
4008,6490,bibliotecapopular_sanjuan@hotmail.com,2000-08-16
4009,82049,,2000-10-30
4010,6427,amigosdelatablada@yahoo.com.ar,1998-11-10
4011,82105,,2000-07-27
4012,82084,,2001-03-21
4013,30084,,1980-01-01
4014,14063,,1980-01-01
4015,82070,bibliopopularfelicia@outlook.com,2002-09-14
4016,14091,bibliotecajhernandez@tutopia.com,2000-06-01
4017,6833,biblioluzycultura@hotmail.com,1935-05-02
4018,50021,,1980-01-01
4019,14091,bibliotecahg@gmail.com,2001-06-21
4020,6840,,2001-09-11
4021,6434,,2001-07-16
4022,6056,bibpopgabmistral@yahoo.com.ar,1996-04-13
4023,62021,aliciainchauspe@bariloche.com.ar,1999-04-24
4024,6119,,2002-03-22
4025,86077,,2001-11-29
4026,14147,,1999-10-11
4027,70028,,1997-03-25
4028,14014,bpatahualpa@hotmail.com,1980-01-01
4029,82021,bibjhernandez4029@yahoo.com.ar,1980-01-01
4030,6749,,2000-10-10
4031,6749,,2001-11-16
4032,58035,,1980-01-01
4033,26021,,1980-01-01
4034,2000,bibliotecapopularpiedrabuena@gmail.com,2001-09-21
4035,66133,bipmirabal@hotmail.com,2001-07-26
4036,74021,,2001-03-18
4037,14035,bpdelcampillo@delcampillocoop.com.ar,1984-05-14
4038,82098,bibliojmigno@yahoo.com.ar,1983-11-07
4040,6560,bibliotecajauretche@yahoo.com.ar,2001-06-30
4041,6427,biblioteca308@yahoo.com.ar,1999-12-06
4042,14119,bibliorayuela@yahoo.com.ar,2001-07-16
4043,30084,biblioteca.avellaneda@gmail.com,2001-06-06
4044,82063,,1980-01-01
4045,82028,,2000-10-12
4046,78014,biblocs@hotmail.com,1999-05-29
4047,26014,bibrincon@gmail.com,2001-11-04
4048,66126,,1980-01-01
4049,50049,,1980-01-01
4050,90084,bibliosaberciudadano@hotmail.com,2001-07-19
4051,6274,bibliostomas@yahoo.com.ar,1980-01-01
4052,58035,bibliotecadenevares@yahoo.com.ar,2002-07-25
4054,30084,bpcup2001@yahoo.com.ar,2001-05-08
4055,74035,bpfourcade@yahoo.com.ar,1997-10-06
4056,66126,,1980-01-01
4057,86049,biblioteca_marmol@hotmail.com,1936-08-16
4058,70084,,1980-01-01
4059,86049,,2000-08-16
4060,82049,bibliovillaana_1994@hotmail.com,1980-01-01
4061,6756,,1982-05-23
4062,66077,,1980-01-01
4063,70091,,2001-07-12
4064,70077,,1991-09-23
4065,6245,anamzanoni@yahoo.com.ar,1980-01-01
4066,6441,bibliotecatupacamaru@yahoo.com.ar,1999-10-12
4067,86049,,2001-06-22
4068,82112,bibliolacriolla@gcrespo.com.ar,2002-12-18
4069,6399,bparditirocha@hotmail.com,2000-11-27
4070,82056,giaconecarlos@yahoo.com.ar,2002-06-15
4071,6371,,1980-01-01
4072,74056,,1980-01-01
4073,6371,bibliomurillo@yahoo.com.ar,1980-01-01
4074,82028,,1998-08-31
4075,6091,bibliotecapopularjmgutierrez@hotmail.com,2002-09-21
4076,6357,,1980-01-01
4077,18077,,2002-05-08
4078,30088,serprotagonistas@gmail.com,2003-08-21
4079,54091,bibleer@yahoo.com.ar,2002-03-13
4080,42105,bibliotecarosales@hotmail.com,2003-01-06
4082,82084,bpgastongori@hotmail.com,2002-11-30
4083,66077,bibliotecaelmolino4083@yahoo.com.ar,2002-12-14
4084,70098,,1980-01-01
4085,50028,,2001-07-07
4086,6035,,2002-06-02
4087,62042,,2000-03-10
4088,18119,bpramonbarboza@hotmail.com,2002-03-01
4089,86035,mishquila8@hotmail.com,1980-01-01
4090,46119,,1980-01-01
4091,86035,,2001-06-16
4092,66028,,2003-05-30
4093,70077,alfonsinastorni.rawsonsj@gmail.com,1980-01-01
4094,70028,,1980-01-01
4095,50126,bibliotecapopulartupungato@gmail.com,2003-03-03
4097,14098,bpscoronel@yahoo.com.ar,1980-01-01
4098,38021,,2002-05-08
4099,50105,,1980-01-01
4100,50105,,1980-01-01
4101,14147,bibliotecaarnalponti@yahoo.com.ar,1980-01-01
4102,50105,,2004-05-17
4103,50021,,2002-04-16
4104,18028,bibliopopfm@hotmail.com,2004-06-15
4105,22014,bibliotecalaleonesa@yahoo.com.ar,2004-03-09
4106,6560,,1958-06-20
4107,86056,,2003-12-12
4108,66028,,2004-02-03
4109,66056,bibliotecaamparofdemaidana@yahoo.com.ar,1980-01-01
4110,18084,bpcgs4110@hotmail.com,
4111,30084,,1980-01-01
4112,66028,,2002-08-16
4113,58035,bgsmartin@hotmail.com,2001-12-13
4114,82084,,2002-10-18
4115,6490,bibjuliocortazar@yahoo.com.ar,2002-12-06
4116,6763,bibdelcarmen709@gmail.com,2000-07-07
4117,6434,,1999-04-30
4118,14133,,2000-09-12
4119,6294,,2003-10-23
4120,6819,bpmacedonio@gmail.com,2001-08-06
4121,6490,bibliotecapopulardelaciudad@gmail.com,2003-01-25
4122,6357,,1996-09-21
4123,58035,,2002-07-24
4124,42021,biblioteca_emorisoli@hotmail.com,1980-01-01
4125,6420,bib-arocha@educar,1980-01-01
4126,14098,bibliomanuelamedina@yahoo.com.ar,1980-01-01
4127,6714,renacer465adulce@hotmail.com.ar,1980-01-01
4128,54084,,1980-01-01
4129,6861,bibliotecapopulararandu@hotmail.com,1980-01-01
4130,62007,,1980-01-01
4131,66007,,1980-01-01
4132,6791,,1980-01-01
4134,6560,bibliotecasanjoseobrero@gmail.com,1980-01-01
4135,6434,bibliotecapopularmontechingolo@gmail.com,1980-01-01
4136,6035,bibliotecabravo@yahoo.com.ar,1980-01-01
4137,6056,simonrodriguezbiblioteca@gmail.com,1980-01-01
4138,50063,,1980-01-01
4139,6560,,2000-09-15
4140,6441,bibliopcarlosbormida@yahoo.com.ar,2001-11-04
4141,70098,,1980-01-01
4142,6112,bpjiwarnes@yahoo.com.ar,1980-01-01
4143,26077,biblioteca_simon@hotmail.com,1980-01-01
4144,50098,bibloaltoverde@yahoo.com.ar,1980-01-01
4145,14140,biblioalicia16@yahoo.com.ar,1980-01-01
4146,30098,bibliojherrera@yahoo.com.ar,1980-01-01
4147,82084,,1980-01-01
4148,62056,bibliotecanorquinco@gmail.com,1980-01-01
4149,62042,bibliopopluciaepullan@yahoo.com.ar,1980-01-01
4150,94007,bplmp@hotmail.com,1980-01-01
4151,6515,,1980-01-01
4152,58035,,1980-01-01
4153,62042,bibliorivera@yahoo.com.ar,1980-01-01
4154,82049,bp15dejunio@yahoo.com.ar,1980-01-01
4155,6056,biblioduprat@gmail.com,1980-01-01
4156,6658,bibliotecajmvilaseca@gmail.com,1980-01-01
4157,82098,compartir-08@hotmail.com,1980-01-01
4158,90119,bibliolaranda@yahoo.com.ar,1980-01-01
4159,50063,bibliolascompuertas@gmail.com,1980-01-01
4160,58021,bibliotecaquintu@yahoo.com.ar,1980-01-01
4161,26014,,1980-01-01
4162,58035,Biblioteca.popular.huilliches@gmail.com,2004-04-12
4163,38084,,1980-01-01
4164,30098,,1980-01-01
4165,18021,coembapora@yahoo.com.ar,1980-01-01
4166,6119,gallardosandra@hotmail.com,1980-01-01
4167,82049,bibjuliomigno@hotmail.com,1980-01-01
4168,66028,,1980-01-01
4169,6091,ranelaghbibliocampo@yahoo.com.ar,1980-01-01
4170,6274,bibliotecaflorenciosanchez@yahoo.com.ar,1980-01-01
4171,6441,ongenlazandopalabras@hotmail.com,1980-01-01
4172,38035,,1980-01-01
4173,50098,bibliotecarojasmza@hotmail.com,1980-01-01
4174,82014,bibpopmarianomoreno@yahoo.com.ar,2004-09-24
4175,6371,biblosnuevoser@hotmail.com,1980-01-01
4176,6595,,1980-01-01
4177,6399,bpaliciatmorales_garre@yahoo.com.ar,1980-01-01
4178,6371,humbertobielli@hotmail.com,1980-01-01
4180,26007,,1980-01-01
4181,62021,biblioborges@hotmail.com,1980-01-01
4182,6427,bibliotecapopularrotaria@yahoo.com.ar,1980-01-01
4183,50070,,1980-01-01
4186,74056,biblioteborges@hotmail.com,1980-01-01
4187,46014,bibliociudadnar@hotmail.com,1980-01-01
4188,6756,bpcavajoven@yahoo.com.ar,1980-01-01
4189,30015,,1980-01-01
4190,86063,,1980-01-01
4191,82084,nogaralito@hotmail.com,1980-01-01
4192,6035,bsfsarmiento1925@yahoo.com.ar,1980-01-01
4193,6840,bibpopsanmartin@gmail.com,1946-03-20
4194,66140,,1980-01-01
4195,6868,,1980-01-01
4196,6490,bipopu_argentinos07@yahoo.com.ar,1980-01-01
4197,2000,bpflacroze@gmail.com,1980-01-01
4198,82133,bibliotecaangelmedina@hotmail.com,1980-01-01
4199,6539,,1980-01-01
4200,86049,bp.canal-feijot-sgo@hotmail.es,1980-01-01
4201,62035,,1980-01-01
4202,18028,bpcbobsin@hotmail.com,1980-01-01
4203,14021,bibliotecaragonking@yahoo.com.ar,1980-01-01
4205,6672,bibliotecaevaperon.rauch@yahoo.com.ar,2001-02-20
4206,82070,bibliotecagunziger@hotmail.com,1980-01-01
4207,2000,carlossanchezviamonte@yahoo.com.ar,1980-01-01
4208,58042,,1980-01-01
4209,86049,,2008-04-21
4210,6861,bpsudestada@yahoo.com.ar,2008-04-21
4211,54014,,1980-01-01
4212,6760,bpelfaro@gmail.com,1980-01-01
4213,14133,bibliotecapopularvilladelasrosas@yahoo.com.ar,1980-01-01
4214,54105,,1980-01-01
4215,74035,graciela.elisa.alcaraz@gmail.com,2007-11-15
4216,6805,bibliotroncos@yahoo.com.ar,2003-08-02
4217,70077,bibliotecapopularsur@hotmail.es,2008-04-16
4218,14182,m10ruben@hotmail.com,1980-01-01
4219,6505,bpegirardengo@gmail.com,2008-04-07
4220,82084,bibliotecajuliomigno@hotmail.com,2007-12-06
4221,6833,bibliotecalatranquera@hotmail.com,1980-01-01
4222,6651,bibliotecapopularsur@yahoo.com.ar,1988-01-08
4223,82126,bpalejandria@outlook.com,2008-04-16
4224,18112,,1980-01-01
4225,86049,,1980-01-01
4226,82070,bibliotecapopularmed@hotmail.com,2003-07-28
4227,82077,,1980-01-01
4228,6427,biblioteca_alma@hotmail.com,1980-01-01
4229,58098,,2000-05-08
4230,6791,,1980-01-01
4231,82133,,2007-11-16
4232,14140,,1980-01-01
4233,82133,,2008-04-25
4234,82070,comunasape@yahoo.com.ar,2006-09-01
4235,62007,bibliotecapabloneruda@live.com.ar,2004-04-09
4236,34021,,1999-08-23
4237,58035,bibliotecapopularsalomon@hotmail.com,2003-03-01
4238,14098,,2003-08-17
4239,30008,bibliotecaarroyobaru@hotmail.com,1997-11-27
4240,30056,teresamajul@hotmail.com,2000-11-10
4241,6518,bibliotecadepiran@yahoo.com.ar,1977-10-05
4242,6274,bpdemuro@live.com.ar,2004-05-18
4243,14014,bibliotecacortazarcba@yahoo.com.ar,1980-01-01
4244,14105,biblio_alejocg@hotmail.com,2006-02-10
4245,14014,bibpopmsaleme@yahoo.com.ar,2005-05-26
4246,50091,biblioteca_pedro_azin@hotmail.com,2005-06-15
4247,54112,bibliopopu.sanpedro@gmail.com,2004-05-11
4249,26035,bibliotecatolkeyen@yahoo.com.ar,2007-05-15
4250,6638,marianoadot6@yahoo.com.ar,2007-05-15
4251,42021,bibliotecapopularteresaperez@gmail.com,2009-04-04
4252,2000,tesis11@tesis11.org.ar,2004-03-08
4253,86091,bpmarianomorenoph@gmail.com,2009-06-11
4254,58035,biblioteca15dejunio@hotmail.com,2002-06-12
4255,50049,noemi84@live.com.ar,2008-11-01
4256,6056,bibliotecamartinallica@yahoo.com.ar,2006-04-24
4257,82084,,2006-08-30
4258,54028,bpsurargentino@yahoo.com,2001-10-13
4259,26007,bibliotecachubutparatodos@hotmail.com,2008-01-15
4260,6028,neanvi@yahoo.com.ar,2007-11-16
4261,62042,bibliotecapopjuliocortazar@hotmail.com,2004-05-01
4262,6515,,2007-06-02
4263,70077,,2009-03-02
4264,18070,,2007-06-30
4265,6035,bibliotecapopularoscarsmith@yahoo.com,2008-07-09
4266,2000,bplamemoria@gmail.com,2005-12-22
4267,38021,,2000-10-14
4268,2000,bibliopopuche@hotmail.com.ar,2010-03-01
4269,58035,,2003-10-24
4270,42021,bibliomiguelgomez@gmail.com,2009-09-01
4271,50070,bibliotecagutierrez@gmail.com,1998-01-05
4272,10084,,2007-11-16
4273,58056,,2006-01-23
4274,6560,biblioparlantesur@hotmail.com,1999-12-02
4275,38021,,2004-07-27
4276,82063,,2006-09-23
4277,14021,bibliocawana@gmail.com,2009-01-16
4278,50105,,2009-03-17
4279,70028,bpmariowvictorio@gmail.com,2003-09-14
4280,6385,,2011-05-12
4281,38084,,1996-04-21
4282,82105,bpcdiaz@hotmail.com,2011-05-10
4283,14091,,2010-05-14
4284,70084,,2007-11-05
4285,14091,,2009-07-20
4286,14014,bibliotecapopularlibertad@yahoo.com.ar,2007-10-08
4287,42056,,2000-05-15
4288,6441,delotroladodelarbol@hotmail.com,2011-02-01
4289,6147,biblioellibroalegre@hotmail.com.ar,2009-02-28
4290,14021,bping.dumesnil@hotmail.com,2010-08-17
4291,82021,bibliombrasca@hotmail.com,2010-12-01
4292,6805,comunitariocaraguata@yahoo.com.ar,2008-03-27
4293,50112,bibliotecacirot@gmail.com,2002-06-15
4294,14133,bibliotecapopulardeluyaba@yahoo.com.ar,2010-11-02
4295,2000,bibliotecapopularmanuelugarte@gmail.com,2009-02-26
4296,58035,bibliopopespaciodelibertad@yahoo.com.ar,1980-01-01
4297,30084,,2006-11-02
4298,82070,bibliotecapopularnuevotorino@gmail.com,2010-04-23
4299,6427,bibliotecamflara@hotmail.com,1976-09-04
4300,42007,bpjoaquinanchorena@gmail.com,2005-07-20
4301,82063,bibliotecapopularosvaldobayer@yahoo.com.ar,2010-02-12
4302,82063,bibliotecapopularsantafesina@hotmail.com,2009-03-02
4303,90070,,2012-03-21
4304,78028,biblioculturaelchalten@yahoo.com.ar,1988-03-05
4305,58091,bibpopjfernandez@hotmail.com,2005-03-10
4306,26014,bpelblanco@hotmail.com,2011-04-30
4307,18021,bibliotecaescritorescorrentinos@hotmail.com,1996-04-02
4308,82063,juglaressinfrontera@gmail.com,2010-06-24
4309,14014,bibliopopmadretc@yahoo.com.ar,2007-12-11
4310,50007,bplibrosabiertosmza@gmail.com,2008-06-30
4311,6658,delriobiblioteca@yahoo.com.ar,2011-12-07
4312,14021,bpjlborgeslapuerta@hotmail.com,2006-11-29
4313,22140,bibliotecamalvinas@hotmail.com,1981-08-10
4314,50028,,2011-05-18
4315,50063,bibliocarrodilla@live.com.ar,1996-03-29
4316,82021,bib-alfonsinastorni.cbicha@hotmail.com,2013-03-20
4317,66028,bibliotecamariemadeleine@gmail.com,2008-04-05
4318,2000,,2010-03-26
4319,6805,,2008-07-05
4320,90028,,2012-04-25
4321,82091,,2012-10-16
4322,14014,bpbinaudi@gmail.com,2010-09-06
4323,86028,,2012-06-13
4324,26056,,2008-06-11
4325,50063,biblio_benitojuarez@yahoo.com.ar,1991-11-20
4326,26007,,1994-06-23
4327,70077,,1981-08-22
4328,86161,bibliotecaelalgarrobal@gmail.com,2012-10-12
4329,54021,,2012-09-10
4330,82063,biblioamilcarrenna@gmail.com,2013-06-15
4331,26021,hola@labibliotecadeastra.com,2007-10-28
4332,62007,,1990-03-23
4333,90084,bpob.osvaldobayer@gmail.com,2011-11-08
4334,6182,bibliomercedesdesanmartin@gmail.com,2002-07-19
4335,62042,,1997-11-27
4336,6560,bibliotkalmafuerte@gmail.com,2008-06-20
4337,82021,bibliotecareinaudi@hotmail.com,2010-06-24
4338,6427,bibliotecapopularimagen121@gmail.com,2003-02-21
4339,26007,bibliotecaraulalfonsinmadryn@hotmail.com,2011-02-14
4340,6497,lecturaenck@gmail.com,2001-03-02
4341,2000,biblio.26dejulio@gmail.com,2010-10-01
4342,66028,biblioteca.rosaparks@hotmail.com,2012-02-04
4343,14140,,2001-09-01
4344,6638,biblioteca.palabrasdelalma@gmail.com,2008-05-18
4345,42021,bpmalvinasargentinas@gmail.com,2014-09-23
4346,14007,bibliotecapopularlosreartes@gmail.com,2011-08-20
4347,14007,,2013-10-30
4348,6833,bibliotecahdelgiorgio@gmail.com,2006-07-08
4349,6357,,2014-11-10
4350,30084,,2001-08-24
